instname,state,tuition,revenue,control,total_enrollment,all_employees
Sanford-Brown Institute,Pennsylvania,23603,21176143,3,1265,133
Westminster College,Pennsylvania,26940,45406437,2,1543,414
Westminster Theological Seminary,Pennsylvania,,14198246,2,642,125
Westmoreland County Community College,Pennsylvania,6840,54134304,1,7089,838
Widener University-Main Campus,Pennsylvania,31340,157070664,2,6549,1549
Wilkes University,Pennsylvania,24690,82260390,2,6239,860
Newport Business Institute,Pennsylvania,10275,1207267,3,124,22
Wilson College,Pennsylvania,26370,29871730,2,840,233
Yeshivath Beth Moshe,Pennsylvania,9500,2385291,2,78,27
York College Pennsylvania,Pennsylvania,13000,109613247,2,5564,943
YTI Career Institute,Pennsylvania,,31624778,3,1882,297
Yorktowne Business Institute,Pennsylvania,10620,4098883,3,299,50
Empire Beauty School-Providence,Rhode Island,,2069383,3,153,18
Brown University,Rhode Island,38048,805396000,2,8574,5054
Bryant University,Rhode Island,30992,127230882,2,3632,700
Johnson & Wales University,Rhode Island,22149,344249933,2,16655,2918
Gibbs College,Rhode Island,13000,1365882,3,27,8
New England Institute of Technology,Rhode Island,16800,61805141,2,3341,522
New England Tractor Trailer Training School,Rhode Island,,5000065,3,503,48
Newport School of Hairdressing-Main Campus,Rhode Island,,333539,3,62,8
Providence College,Rhode Island,32320,161489644,2,4900,1000
Rhode Island College,Rhode Island,14500,131730698,1,9260,801
Community College of Rhode Island,Rhode Island,8712,104242156,1,17760,1203
University of Rhode Island,Rhode Island,24736,434649565,1,16389,3621
Rhode Island School of Design,Rhode Island,36364,127414425,2,2360,968
Roger Williams University,Rhode Island,26880,135798000,2,4587,1232
Salve Regina University,Rhode Island,29800,64641000,2,2584,545
Sawyer School,Rhode Island,,10767743,3,961,135
St Joseph School of Nursing,Rhode Island,10000,1074218,2,93,23
Empire Beauty School-Warwick,Rhode Island,,1560927,3,115,16
Zion Bible College,Massachusetts,7800,21703036,2,260,50
Aiken Technical College,South Carolina,9600,24493548,1,3268,441
Allen University,South Carolina,10884,19298481,2,827,132
Anderson University,South Carolina,17876,33684570,2,2279,371
Charleston Southern University,South Carolina,19238,48053558,2,3219,475
Technical College of the Lowcountry,South Carolina,7286,21666043,1,2565,284
Benedict College,South Carolina,13928,61118224,2,2983,609
Bob Jones University,South Carolina,11520,120887813,2,3956,1703
Southern Wesleyan University,South Carolina,18200,20661020,2,2382,314
Charleston Cosmetology Institute,South Carolina,,1607353,3,173,30
College of Charleston,South Carolina,70,228573575,1,11772,1980
Charzanne Beauty College,South Carolina,,356238,3,54,4
Northeastern Technical College,South Carolina,5760,10327698,1,1030,177
Citadel Military College of South Carolina,South Carolina,410,93455517,1,3339,639
Claflin University,South Carolina,10628,50003359,2,1860,387
Clemson University,South Carolina,24608,734079034,1,19111,6574
Clinton Junior College,South Carolina,3000,3276888,2,148,50
Coker College,South Carolina,19368,18450206,2,1141,213
Columbia International University,South Carolina,16350,34154271,2,1139,210
Columbia College,South Carolina,23030,27262544,2,1444,272
Converse College,South Carolina,24316,29516333,2,1720,206
Denmark Technical College,South Carolina,4368,13567966,1,1105,177
Erskine College and Seminary,South Carolina,23000,20126148,2,874,184
Florence-Darlington Technical College,South Carolina,5228,45934106,1,5242,415
Forrest Junior College,South Carolina,8820,1083824,3,94,23
Francis Marion University,South Carolina,15250,59181369,1,3957,583
Furman University,South Carolina,36296,171675453,2,2962,867
Cathedral Bible College,South Carolina,2100,,2,145,
Greenville Technical College,South Carolina,6936,110953915,1,15089,1412
Horry-Georgetown Technical College,South Carolina,4840,45758469,1,7252,629
Kenneth Shuler School of Cosmetology and Nails,South Carolina,,4208418,3,285,24
Lander University,South Carolina,15780,49218690,1,2838,470
Limestone College,South Carolina,18300,33302848,2,3137,396
Lutheran Theological Southern Seminary,South Carolina,,7373621,2,157,70
McLeod Regional Medical Center School of Medical Technology,South Carolina,2000,,2,,
Medical University of South Carolina,South Carolina,28607,557406500,1,2513,3108
Midlands Technical College,South Carolina,10224,100135114,1,11890,1294
Morris College,South Carolina,9630,30036726,2,966,212
Newberry College,South Carolina,20500,23051134,2,1103,237
North Greenville University,South Carolina,12264,43452188,2,2260,357
Orangeburg Calhoun Technical College,South Carolina,6168,24988755,1,3219,281
Piedmont Technical College,South Carolina,4692,38582947,1,5566,568
Presbyterian College,South Carolina,26436,38317325,2,1221,349
University of South Carolina-Aiken,South Carolina,15432,48598853,1,3269,524
University of South Carolina-Beaufort,South Carolina,14764,20381473,1,1684,295
University of South Carolina-Columbia,South Carolina,23332,839046247,1,28482,8052
University of South Carolina-Lancaster,South Carolina,12912,14326127,1,1593,194
University of South Carolina-Salkehatchie,South Carolina,12912,8794950,1,957,121
University of South Carolina-Sumter,South Carolina,12912,12244859,1,1206,148
University of South Carolina-Union,South Carolina,12912,4337751,1,507,57
Coastal Carolina University,South Carolina,18690,140691811,1,8360,1313
South Carolina State University,South Carolina,1052,113526442,1,4538,694
University of South Carolina-Upstate,South Carolina,17004,76903248,1,5403,834
Sherman College of Straight Chiropractic,South Carolina,,6843351,2,201,77
Spartanburg Methodist College,South Carolina,12723,13272844,2,808,149
Spartanburg Community College,South Carolina,7156,54099482,1,5713,663
Central Carolina Technical College,South Carolina,5888,27294402,1,4137,371
Sumter Beauty College,South Carolina,,153189,3,45,7
Tri-County Technical College,South Carolina,6888,55752120,1,6758,776
Trident Technical College,South Carolina,6432,110285961,1,14834,1174
Voorhees College,South Carolina,9664,17774254,2,701,207
Williamsburg Technical College,South Carolina,5808,6989756,1,732,122
Winthrop University,South Carolina,21596,115534510,1,6241,1305
Wofford College,South Carolina,29240,62961503,2,1468,414
York Technical College,South Carolina,7392,46898947,1,6034,601
Augustana College,South Dakota,23276,45306492,2,1793,438
Black Hills Beauty College,South Dakota,,1140816,3,105,16
Black Hills State University,South Dakota,2934,42019090,1,4076,467
Kilian Community College,South Dakota,8820,3169000,2,336,51
Dakota State University,South Dakota,4124,29706308,1,2827,310
Dakota Wesleyan University,South Dakota,19000,16409998,2,763,176
Headlines Academy Inc,South Dakota,,1204475,3,92,14
Lake Area Technical Institute,South Dakota,3024,22264408,1,1291,162
Avera McKennan Hospital School of Radiologic Technology,South Dakota,1250,46175,2,18,2
Mitchell Technical Institute,South Dakota,3360,14000252,1,1004,106
Mount Marty College,South Dakota,17078,18310310,2,1214,204
National American University-Rapid City,South Dakota,11016,23936331,3,1973,537
National American University-Sioux Falls,South Dakota,10935,5931012,3,554,46
Sioux Falls Seminary,South Dakota,,3019642,2,125,43
Northern State University,South Dakota,8737,32952154,1,2625,427
Oglala Lakota College,South Dakota,1920,31858913,1,1804,348
Presentation College,South Dakota,14250,11119653,2,679,134
Avera Sacred Heart Hospital,South Dakota,900,11450,2,17,1
South Dakota School of Mines and Technology,South Dakota,4130,67628263,1,2176,511
South Dakota State University,South Dakota,4124,238193272,1,12376,2795
Sinte Gleska University,South Dakota,1320,11373643,2,936,204
University of Sioux Falls,South Dakota,19870,24946542,2,1570,260
Sanford Medical Center,South Dakota,,44200,2,26,7
Sisseton Wahpeton College,South Dakota,3300,7615265,1,237,93
Southeast Technical Institute,South Dakota,2016,28502539,1,2489,303
Stewart School,South Dakota,,1601220,3,162,18
University of South Dakota,South Dakota,4124,163199387,1,9617,1711
Western Dakota Technical Institute,South Dakota,2850,14465904,1,1152,179
American Baptist College,Tennessee,4560,1289597,2,92,18
Aquinas College,Tennessee,16680,11908456,2,857,162
Arnolds Beauty School,Tennessee,,684844,3,80,8
Tennessee Technology Center at Athens,Tennessee,,2612719,1,285,26
Austin Peay State University,Tennessee,16512,119977885,1,10188,1179
Baptist Memorial College of Health Sciences,Tennessee,8880,15392043,2,1021,124
Belmont University,Tennessee,21770,131989774,2,5424,1101
Bethel University,Tennessee,11592,46739415,2,2975,529
Bryan College,Tennessee,17740,19074558,2,1148,258
Carson-Newman College,Tennessee,17850,44600253,2,2150,492
Chattanooga State Community College,Tennessee,11475,62919145,1,9431,1018
Christian Brothers University,Tennessee,23180,44446820,2,1926,357
Church of God Theological Seminary,Tennessee,,3475366,2,207,63
Cleveland State Community College,Tennessee,11040,23206055,1,3615,340
Columbia State Community College,Tennessee,11040,32631431,1,5581,402
Concorde Career College,Tennessee,,9520000,3,1113,115
Tennessee Technology Center at Covington,Tennessee,,2220543,1,302,22
Cumberland University,Tennessee,16530,23496698,2,1355,265
Lipscomb University,Tennessee,19330,87241948,2,3413,691
Tennessee Technology Center at Dickson,Tennessee,,5697634,1,650,50
Draughons Junior College Inc,Tennessee,12500,20372471,3,1832,170
Dyersburg State Community College,Tennessee,11040,27154927,1,3395,330
East Tennessee State University,Tennessee,16512,297337419,1,14421,3085
Chattanooga College Medical Dental and Technical Careers,Tennessee,7312,3246095,3,363,34
Tennessee Technology Center at Elizabethton,Tennessee,,4307090,1,795,45
Emmanuel School of Religion,Tennessee,,3004438,2,136,43
Fayetteville College of Cosmetology Arts and Sciences,Tennessee,,430522,3,54,9
Fisk University,Tennessee,15900,21230225,2,650,203
Free Will Baptist Bible College,Tennessee,10152,6103655,2,303,80
Freed-Hardeman University,Tennessee,12060,41862416,2,2027,316
Tennessee Technology Center at Harriman,Tennessee,,3310618,1,405,20
Tennessee Technology Center at Hartsville,Tennessee,,3791562,1,748,32
Hiwassee College,Tennessee,12590,2882964,2,138,67
Tennessee Technology Center at Hohenwald,Tennessee,,4511216,1,877,51
Tennessee Technology Center at Jacksboro,Tennessee,,3295600,1,247,40
Jackson State Community College,Tennessee,8484,30566607,1,5109,420
John A Gupton College,Tennessee,8480,1454451,2,125,13
Johnson Bible College,Tennessee,7840,29187816,2,769,165
Paul Mitchell the School-Nashville,Tennessee,,4163674,3,344,38
King College,Tennessee,20592,22251483,2,1804,267
South College,Tennessee,15300,20290912,3,996,160
KNOXVILLE INSTITUTE OF HAIR DESIGN,Tennessee,,,3,,
Lambuth University,Tennessee,18020,9467157,2,654,147
Lane College,Tennessee,7330,31501051,2,2146,361
Le Moyne-Owen College,Tennessee,10098,17692162,2,890,178
Lee University,Tennessee,11100,62086639,2,4262,706
Lincoln Memorial University,Tennessee,15120,59502344,2,3948,585
Tennessee Technology Center at Livingston,Tennessee,,4018788,1,608,37
Martin Methodist College,Tennessee,18218,9358089,2,1001,204
Maryville College,Tennessee,27296,38687540,2,1102,321
Tennessee Technology Center at McKenzie,Tennessee,,3148256,1,485,25
Genesis Career College of Cookeville,Tennessee,,749474,3,112,47
Meharry Medical College,Tennessee,,149079979,2,786,1361
Memphis College of Art,Tennessee,22000,11856724,2,451,118
Tennessee Technology Center at Memphis,Tennessee,,7658850,1,787,71
University of Memphis,Tennessee,18024,366476134,1,21424,4513
Memphis Theological Seminary,Tennessee,,4705361,2,272,72
Crichton College,Tennessee,7800,5889196,2,717,91
Middle Tennessee State University,Tennessee,16512,353206495,1,25188,2989
Middle Tennessee School of Anesthesia Inc,Tennessee,,4657722,2,218,35
Milligan College,Tennessee,21200,22856109,2,1100,219
Tennessee Technology Center at Morristown,Tennessee,,6945469,1,825,63
Motlow State Community College,Tennessee,11040,24437325,1,5079,388
Tennessee Technology Center at Murfreesboro,Tennessee,,4214180,1,372,58
Nashville Auto Diesel College Inc,Tennessee,,33334878,3,2537,227
Nashville College of Medical Careers,Tennessee,,1684820,3,248,17
Nashville State Community College,Tennessee,11040,59789046,1,8869,682
Tennessee Technology Center at Newbern,Tennessee,,2703742,1,145,28
O'More College of Design,Tennessee,17040,3429448,2,182,68
Tennessee Technology Center at Paris,Tennessee,,3746763,1,283,34
Plaza Beauty School,Tennessee,,1375357,3,196,13
Tennessee Technology Center at Pulaski,Tennessee,,5725676,1,460,34
Rhodes College,Tennessee,33400,91977273,2,1673,477
Tennessee Technology Center at Ripley,Tennessee,,2253509,1,211,22
Roane State Community College,Tennessee,11040,44543713,1,6281,556
Tennessee Technology Center at Crump,Tennessee,,3384475,1,359,37
Southwest Tennessee Community College,Tennessee,11040,85290770,1,13016,1089
Tennessee Technology Center at Shelbyville,Tennessee,,10423140,1,580,32
Sewanee-The University of the South,Tennessee,33900,107142297,2,1543,588
Tennessee Technology Center at Oneida-Huntsville,Tennessee,,5196976,1,366,27
Tennessee Technology Center at Crossville,Tennessee,,4550983,1,451,52
Tennessee Technology Center at McMinnville,Tennessee,,3867368,1,314,28
Tennessee Technology Center at Jackson,Tennessee,,6494010,1,537,63
Tennessee Technology Center at Knoxville,Tennessee,,6385765,1,1055,50
Tennessee Technology Center at Whiteville,Tennessee,,2384303,1,266,21
Pellissippi State Community College,Tennessee,11040,57883666,1,10297,775
Southern Adventist University,Tennessee,16372,68761225,2,2891,485
Southern College of Optometry,Tennessee,,24435170,2,484,167
Tennessee Wesleyan College,Tennessee,18000,14817166,2,1070,142
The University of Tennessee,Tennessee,20946,1792152936,1,48623,17966
Fountainhead College of Technology,Tennessee,13050,3027270,3,168,33
Tennessee School of Beauty of Knoxville Inc,Tennessee,,2476018,3,291,29
Tennessee State University,Tennessee,16512,177186248,1,8824,1643
Tennessee Technological University,Tennessee,16512,156374426,1,10847,1599
Tennessee Temple University,Tennessee,10500,8069070,2,801,101
Trevecca Nazarene University,Tennessee,16776,30985772,2,2476,446
Northeast State Community College,Tennessee,11040,34214182,1,6270,495
Tusculum College,Tennessee,19530,28199861,2,2203,457
Union University,Tennessee,20280,62776312,2,3916,670
New Concepts School of Cosmetology,Tennessee,,305979,3,54,7
Vanderbilt University,Tennessee,37632,3574127362,2,12506,23048
Volunteer State Community College,Tennessee,11040,44608468,1,8430,740
Walters State Community College,Tennessee,11040,51922155,1,6853,1015
West Tennessee Business College,Tennessee,,3034033,3,435,34
William Moore College of Technology,Tennessee,4425,1193224,2,179,18
Abilene Christian University,Texas,19200,139055284,2,4813,795
Alvin Community College,Texas,2640,37795512,1,5240,491
Amarillo College,Texas,1680,76767822,1,11289,812
Amberton University,Texas,6750,6419055,2,1533,85
American Commercial College,Texas,,807482,3,186,15
American Commercial College,Texas,10080,1238936,3,185,42
American Commercial College,Texas,,1239180,3,138,18
American Commercial College-Odessa,Texas,,1028749,3,181,25
ATI Technical Training Center,Texas,,23276751,3,1005,130
Angelina College,Texas,2520,31199063,1,5422,662
Angelo State University,Texas,10044,108991820,1,6387,781
Arlington Baptist College,Texas,6000,2126806,2,158,33
Arlington Career Institute,Texas,,3880630,3,332,26
The Art Institute of Houston,Texas,22434,53691401,3,2223,310
Austin College,Texas,27690,49035787,2,1364,316
Austin Community College District,Texas,8550,249703125,1,40248,3124
Austin Presbyterian Theological Seminary,Texas,,11770031,2,143,63
Baldwin Beauty School,Texas,,610328,3,85,11
Baptist Health System School of Health Professions,Texas,6400,4569060,3,458,63
Baptist Missionary Association Theological Seminary,Texas,3150,1459104,2,128,22
Texas A&M Health Science Center,Texas,14368,215569753,1,1828,1521
Baylor College of Medicine,Texas,,1159552498,2,1428,6479
Baylor University,Texas,25320,429782000,2,14614,3452
Coastal Bend College,Texas,1464,36120671,1,4196,402
Blinn College,Texas,3360,77594571,1,17173,1201
Remington College-Dallas Campus,Texas,14420,23130305,3,1446,135
Vet Tech Institute of Houston,Texas,12780,3852179,3,134,21
Brazosport College,Texas,3120,31997198,1,3908,437
Brookhaven College,Texas,3630,50309082,1,11814,1104
Capitol City Trade and Technical School,Texas,,9168112,3,586,56
Capitol City Careers,Texas,,635889,3,50,16
Cedar Valley College,Texas,3630,32955808,1,5886,604
Central Texas College,Texas,4200,127966732,1,24133,3874
Charles and Sues School of Hair Design,Texas,,912445,3,25,5
Cisco College,Texas,1014,21490684,1,4260,298
Clarendon College,Texas,1368,9686627,1,1427,128
Concordia University Texas,Texas,20800,31938744,2,2242,415
Conlee's College of Cosmetology,Texas,,332122,3,83,9
North Central Texas College,Texas,840,37002895,1,9156,707
Texas A & M University-Corpus Christi,Texas,10732,158197255,1,9468,1453
Cosmetology Career Center LLC,Texas,,7396548,3,580,58
Court Reporting Institute-Wheeler Institute of Texas,Texas,9600,9499954,3,969,80
Dallas Baptist University,Texas,17490,80178811,2,5400,426
