instname,state,tuition,revenue,control,total_enrollment,all_employees,LONGITUD,LATITUDE
Somerset Christian College,New Jeresy,3600,,2,109,,-74.57737,40.53722
Somerset School of Massage Therapy,New Jeresy,,2494221,3,37,,-74.496619,40.543183
Central Career School,New Jeresy,,176731,3,,,-74.419503,40.546231
Engine City Technical Institute,New Jeresy,,936205,3,79,,-74.420495,40.551556
American Institute of Medical Sciences & Education,New Jeresy,,1373570,3,60,26,-74.421951,40.552465
Everest College-South Plainfield,New Jeresy,,2103230,3,201,,-74.426997,40.554935
Sanford-Brown Institute,New Jeresy,,3651330,3,345,,-74.30663,40.558323
Cittone Institute,New Jeresy,10597,11321690,3,827,,-74.345574,40.572584
Somerset County Technology Institute,New Jeresy,2640,12163185,1,751,,-74.606757,40.588961
duCret School of Arts,New Jeresy,,,2,,,-74.41647,40.604948
Muhlenberg Regional Medical Center-Harold B. & Dorothy A. Snyder Schools-School of Medical Imaging,New Jeresy,,440286,2,,,-74.405638,40.607347
Muhlenberg Regional Medical Center-Harold B. & Dorothy A. Snyder Schools-School of Nursing,New Jeresy,4170,3231053,2,304,,-74.405638,40.607347
Raritan Valley Community College,New Jeresy,7200,27932812,1,,569,-74.694957,40.616728
Union County Vocational Technical School,New Jeresy,,10267194,1,165,,-74.359034,40.618712
Reignbow Beauty Academy,New Jeresy,,522164,3,74,,-74.42672,40.622476
Drake College of Business,New Jeresy,,1344996,3,81,,-74.214909,40.666119
Union County College,New Jeresy,3336,46747012,1,8571,713,-74.318967,40.669252
Metro Auto Electronics Training Institute,New Jeresy,,1094325,3,21,,-74.281973,40.675291
Yeshivas Be'er Yitzchok,New Jeresy,9000,642933,2,37,,-74.213271,40.682183
Kean University,New Jeresy,5070,111530037,1,11199,1692,-74.23562,40.682714
European Academy of Cosmetology,New Jeresy,,442350,3,75,,-74.23795,40.684698
Capri Institute of Hair Design,New Jeresy,,636200,3,144,,-74.294313,40.688799
Healthcare Training Institute,New Jeresy,,1531908,3,108,0,-74.268301,40.696095
New Jersey City University,New Jeresy,6518,84426339,1,8024,1109,-74.08635,40.7088
University of Phoenix-Jersey City Campus,New Jeresy,12150,2443807,3,188,,-74.03391,40.72634
Saint Peters College,New Jeresy,14520,51321995,2,3280,662,-74.071443,40.726793
PC Tech Learning Center,New Jeresy,3500,834877,3,94,,-74.065503,40.729774
Hudson County Community College,New Jeresy,5783,27607318,1,4460,478,-74.062487,40.730657
Natural Motion Institute of Hair Design,New Jeresy,,846277,3,129,,-74.067422,40.731523
PC Age,New Jeresy,,1235972,3,69,,-74.066955,40.731972
The Institute for Health Education,New Jeresy,,394732,3,37,,-74.06037,40.732701
The Chubb Institute-Jersey City,New Jeresy,,11370983,3,957,,-74.065196,40.73278
Stevens Institute of Technology,New Jeresy,20890,106233314,2,3714,684,-74.03097,40.73716
Essex County College,New Jeresy,3384,48198292,1,8921,899,-74.176283,40.737412
New Community Workforce Development Center,New Jeresy,,1799633,2,468,,-74.19348,40.738287
New Jersey Institute of Technology,New Jeresy,9852,165845000,1,8258,1650,-74.17904,40.74259
University of Medicine and Dentistry of New Jersey,New Jeresy,8316,1141739000,1,4618,11178,-74.191006,40.743242
Seton Hall University,New Jeresy,15480,167305000,2,10096,1716,-74.270771,40.748084
Warren County Community College,New Jeresy,4824,6435262,1,831,125,-74.999743,40.753181
Assumption College for Sisters,New Jeresy,2400,,2,31,,-74.603415,40.754377
Drew University,New Jeresy,22462,112144998,2,2379,539,-74.426405,40.76528
Total Image Beauty Academy,New Jeresy,,320255,3,122,9,-74.026346,40.775922
College of Saint Elizabeth,New Jeresy,13500,19373277,2,1810,340,-74.442612,40.779002
New Horizon Institute of Cosmetology Inc,New Jeresy,,470291,3,194,,-74.018433,40.78605
Micro Tech Training Center,New Jeresy,,3904503,3,540,,-74.152027,40.789732
Bloomfield College,New Jeresy,10300,21393894,2,1810,416,-74.196925,40.794793
Rabbinical College of America,New Jeresy,7000,3644361,2,185,38,-74.50306,40.809754
Hohokus School-RETS Nutley,New Jeresy,,2704770,3,318,,-74.144128,40.811272
Mountainside Hospital School of Nursing,New Jeresy,3750,830856,2,101,,-74.204252,40.812355
Eastern School of Acupuncture and Traditional Medicine,New Jeresy,,1565571,3,123,0,-74.216722,40.813202
Caldwell College,New Jeresy,12400,20213100,2,2066,338,-74.270016,40.835696
Teterboro School of Aeronautics,New Jeresy,,1361428,3,138,,-74.07278,40.841
Centenary College,New Jeresy,13800,16232458,2,1023,215,-74.831187,40.848789
County College of Morris,New Jeresy,5520,42458080,1,7714,796,-74.577608,40.852929
Artistic Academy of Hair Design,New Jeresy,,541594,3,71,,-74.485342,40.856519
Montclair State University,New Jeresy,4950,140642138,1,13285,1613,-74.198236,40.857257
The Chubb Institute-Parsippany,New Jeresy,,3663716,3,1710,,-74.383582,40.862671
Keyskills Learning,New Jeresy,,667599,3,50,,-74.153706,40.865095
Capri Institute,New Jeresy,,481301,3,,,-74.632422,40.86609
Felician College,New Jeresy,10560,17546196,2,1377,392,-74.092798,40.866176
Stenotech Career Institute,New Jeresy,5400,266080,3,54,,-74.287777,40.875884
Morris County Vocational School District,New Jeresy,,,1,625,,-74.479883,40.879011
Holy Name Hospital School of Nursing,New Jeresy,7854,751363,2,80,,-74.009522,40.881032
Berdan Institute,New Jeresy,,2308714,3,305,,-74.256347,40.885616
Hohokus-Hackensack School of Business and Medical Sciences,New Jeresy,,1914913,3,251,,-74.040881,40.885811
Joe Kubert School of Cartoon and Graphic Art,New Jeresy,,1577674,3,135,,-74.552524,40.887
Capri Institute of Hair Design,New Jeresy,,1617130,3,133,,-74.152062,40.887227
Academy of Massage Therapy,New Jeresy,,963236,3,5,,-74.040593,40.888452
Dover Business College,New Jeresy,,3534809,3,,,-74.151411,40.889238
Parisian Beauty School,New Jeresy,,717340,3,170,,-74.041415,40.889927
Center for Allied Health & Nursing Education,New Jeresy,,9602756,3,387,74,-74.039799,40.89036
Fairleigh Dickinson University-Metropolitan Campus,New Jeresy,14732,102011818,2,8948,1571,-74.030156,40.894534
Berkeley College,New Jeresy,11985,29337777,3,1960,307,-74.187609,40.900835
Adult & Continuing Education-BCTS,New Jeresy,,1207970,1,99,,-74.035559,40.90095
Hohokus School of Trade and Technical Sciences,New Jeresy,,260400,3,31,,-74.152399,40.909557
Cittone Institute,New Jeresy,,5693850,3,349,,-74.062463,40.916408
Passaic County Community College,New Jeresy,3810,23298970,1,4354,398,-74.1753,40.91826
William Paterson University of New Jersey,New Jeresy,5989,109425690,1,9758,1618,-74.202692,40.944235
Roman Academy of Beauty Culture,New Jeresy,,363963,3,80,,-74.15543,40.952882
Bergen Community College,New Jeresy,3600,57988018,1,12225,1037,-74.094032,40.953669
Capri Institute of Hair Design,New Jeresy,,1617130,3,86,,-74.071342,40.962995
Institute for Therapeutic Massage,New Jeresy,,1186189,3,34,,-74.296664,41.029348
Hohokus School of Business and Medical Sciences,New Jeresy,,2379348,3,288,,-74.131857,41.0578
Sussex County Community College,New Jeresy,6720,11158223,1,2339,256,-74.75964,41.06673
Ramapo College of New Jersey,New Jeresy,6688,64304000,1,4868,743,-74.176332,41.084106
Massage Therapy Training Institute,New Mexico,,194317,3,34,,-106.801638,32.311813
New Mexico Junior College,New Mexico,840,17949029,1,2619,369,-103.180332,32.760008
Western New Mexico University,New Mexico,6048,22677007,1,2559,304,-108.282101,32.77517
College of the Southwest,New Mexico,4290,9716813.36,2,686,113,-103.194945,32.775176
Olympian University of Cosmetology,New Mexico,,11678693,3,38,,-105.949931,32.899905
Eastern New Mexico University-Roswell Campus,New Mexico,2016,16468793,1,2919,217,-104.524257,33.314281
New Mexico Military Institute,New Mexico,2910,10251081,1,476,267,-104.522876,33.408769
New Mexico Institute of Mining and Technology,New Mexico,6600,58790321,1,1513,650,-106.903514,34.066265
Eastern New Mexico University-Main Campus,New Mexico,6156,42487137,1,4173,726,-103.346946,34.175925
Clovis Community College,New Mexico,720,14045539,1,3850,424,-103.16821,34.400462
Albuquerque Technical Vocational Institute,New Mexico,3164,69021069,1,16202,1850,-106.624099,35.076433
University of New Mexico-Main Campus,New Mexico,8684,1282650562,1,54219,16350,-106.625219,35.09014
De Wolff College Hair Styling and Cosmetology,New Mexico,,474222,3,81,,-106.532151,35.096681
National American University-Albuquerque,New Mexico,8640,3269371,3,495,54,-106.591686,35.101922
Pima Medical Institute,New Mexico,4200,186563,3,19,,-106.577565,35.104122
Universal Therapeutic Massage Institute,New Mexico,,798268,3,104,,-106.605,35.120153
ATI Career Training Center,New Mexico,14546,5699299,3,294,36,-106.586528,35.134196
ITT Technical Institute,New Mexico,8073,4270823,3,367,33,-106.59043,35.16389
Mesalands Community College,New Mexico,1200,3321140,1,368,71,-103.737538,35.174646
Southwestern Indian Polytechnic Institute,New Mexico,0,8896557,1,643,,-106.670923,35.178413
University of Phoenix-New Mexico Campus,New Mexico,5760,18785218,3,3045,594,-106.58024,35.19712
National American University-Rio Rancho,New Mexico,9120,1717431,3,234,,-106.65952,35.23097
Santa Fe Community College,New Mexico,1267,25712119.47,1,3076,547,-106.00357,35.586376
Institute of American Indian and Alaska Native Culture,New Mexico,,6339893,1,133,,-106.010123,35.586741
New Mexico Highlands University,New Mexico,7578,47147054,1,3198,587,-105.21741,35.59518
Luna Community College,New Mexico,1292,9055705,1,1180,199,-105.24096,35.60652
Southwestern College,New Mexico,,1007416,2,96,19,-106.053029,35.635695
College of Santa Fe,New Mexico,15000,30200085.94,2,1555,442,-105.975355,35.66006
Southwest Acupuncture College-Santa Fe,New Mexico,,2833735,3,245,23,-105.948295,35.664135
St John's College,New Mexico,22000,17444664,2,530,147,-105.912226,35.666789
Crownpoint Institute of Technology,New Mexico,4800,9100829,1,270,95,-108.1336,35.67535
Northern New Mexico College,New Mexico,1392,13374912.26,1,2076,307,-106.086594,36.00386
San Juan College,New Mexico,600,33549461,1,3921,492,-108.166356,36.771735
Rabbinical College of Long Island,New York,5700,500533,2,104,5,-73.670441,40.586156
Beis Medrash Heichal Dovid,New York,5500,1199104,2,76,,-73.751196,40.596783
Learning Institute for Beauty Sciences-Brooklyn,New York,,1078513,3,107,,-73.989718,40.59938
Merkaz Bnos-Business School,New York,,3220028,2,159,,-73.997307,40.601339
Global Business Institute,New York,,1987401,2,238,,-73.752338,40.603874
Elite Academy of Beauty Arts,New York,,717293,3,42,,-73.97441,40.60438
Mirrer Yeshiva Cent Institute,New York,3200,4686363,2,246,29,-73.966488,40.605043
Sh'or Yoshuv Rabbinical College,New York,5800,4412696,2,131,29,-73.74041,40.60519
Beth Hatalmud Rabbinical College,New York,3800,1548215,2,120,11,-73.993012,40.605229
Charles Stuart School of Diamond Setting,New York,,229500,3,21,,-73.958755,40.608403
New York Methodist Hospital Center for Allied Health Education,New York,10000,1628064,2,109,14,-73.959176,40.60844
Wagner College,New York,18000,39357940,2,2000,429,-74.09087,40.61459
Yeshivat Mikdash Melech,New York,4500,1757690,2,83,9,-73.969346,40.616356
Rabbinical Academy Mesivta Rabbi Chaim Berlin,New York,5000,4092196,2,,,-73.963892,40.618677
Yeshivas Novominsk,New York,5500,3000724,2,125,6,-73.989789,40.623495
Yeshiva and Kollel Harbotzas Torah,New York,4200,603012.59,2,34,4,-73.961096,40.624019
Yeshiva Karlin Stolin,New York,5200,763670,2,54,15,-73.983448,40.625176
Darkei Noam Rabbinical College,New York,4350,383312,2,49,5,-73.948575,40.626535
Rabbinical College of Ch'san Sofer New York,New York,4400,1455863.97,2,,15,-73.979785,40.626592
Central Yeshiva Tomchei Tmimim Lubavitz,New York,4800,4450593,2,430,26,-73.970876,40.628082
Rabbinical Seminary M'kor Chaim,New York,5000,894539,2,42,8,-73.989588,40.628095
Machzikei Hadath Rabbinical College,New York,5500,1018651,2,104,10,-73.988409,40.62816
Yeshiva Gedolah Imrei Yosef D'spinka,New York,4000,617421,2,38,8,-73.99258,40.628846
Rabbinical College Bobover Yeshiva Bnei Zion,New York,4000,2253224,2,,24,-73.985389,40.631946
Talmudical Seminary of Bobov,New York,5000,1045883,2,126,,-73.995058,40.634735
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,New York,4500,748091.42,2,76,8,-73.979098,40.635077
Seminar L'moros Bais Yaakov,New York,,2227425,2,324,,-73.984925,40.635124
Hair Design Institute at Fifth Avenue,New York,,328904,3,59,,-74.020189,40.635279
Beth Hamedrash Shaarei Yosher Institute,New York,4800,1486899,2,159,37,-73.980921,40.635531
Torah Temimah Talmudical Seminary,New York,6400,1851261,2,231,23,-73.972335,40.635956
Yeshiva Derech Chaim,New York,5000,1825892,2,129,26,-73.98025,40.637051
Yeshiva of Machzikai Hadas,New York,5450,1387221,2,251,15,-73.988077,40.638135
Mesivta Torah Vodaath Rabbinical Seminary,New York,3300,1764798,2,392,38,-73.969633,40.638307
Career School of NY,New York,,738756,2,60,11,-74.07785,40.641103
SUNY Health Science Center at Brooklyn,New York,8300,417991834,1,1516,3403,-73.944744,40.655677
Business Informatics Center Inc,New York,7944,470960,3,97,,-73.708747,40.662831
Associated Beth Rivkah Schools,New York,4600,892138,2,102,23,-73.949656,40.66617
Talmudical Seminary Oholei Torah,New York,5200,2630211,2,276,27,-73.94613,40.669873
Island Drafting and Technical Institute,New York,8100,2360003,3,217,21,-73.416506,40.675717
Molloy College,New York,11900,26780096,2,2347,488,-73.628993,40.681157
Long Island College Hospital School of Nursing,New York,7014,264058079,2,108,,-73.996987,40.689352
Long Island College Hospital School of Radiologic Sciences,New York,5050,157305516,2,19,,-73.996987,40.689352
Saint Josephs College-Main Campus,New York,8600,32895000,2,4292,652,-73.968225,40.690571
Career Institute of Health and Technology,New York,,6012038,3,435,,-73.982211,40.691078
Pratt Institute-Main,New York,18612,79111373,2,4134,1049,-73.96386,40.692021
Institute of Design and Construction,New York,4320,1677165,2,236,37,-73.983161,40.692135
ASA Institute of Business and Computer Technology,New York,,3639635,3,1142,,-73.985765,40.692228
Brooklyn Law School,New York,,40923771,2,1500,190,-73.990062,40.692353
St Francis College,New York,8250,22470909,2,2505,345,-73.991491,40.693204
Polytechnic University,New York,20210,67891000,2,3268,470,-73.98671,40.69401
Allen School-Brooklyn,New York,,,3,,,-73.992105,40.694136
Veeb Nassau County School of Practical Nursing,New York,,1709652,1,,,-73.58252,40.69661
Midway Paris Beauty School,New York,,309682,3,48,,-73.91042,40.69962
Franklin Career Institute,New York,,1045739,2,,,-73.625174,40.702803
Yeshiva Shaar Hatorah,New York,8650,1879690,2,119,16,-73.83428,40.70379
Rabbinical College of Ohr Shimon Yisroel,New York,4400,922780,2,138,18,-73.956731,40.704267
Allen School-Jamaica,New York,,,3,,,-73.7961,40.70465
United Talmudical Seminary,New York,4000,11872729,2,1653,222,-73.959751,40.705213
New York Automotive and Diesel Institute,New York,,821748,3,27,,-73.78112,40.70541
Long Island Beauty School Inc,New York,,862378,3,89,,-73.628817,40.70779
Suburban Technical School,New York,,1042471,3,,,-73.628775,40.707803
Pace University-New York,New York,15130,200135805,2,13438,2396,-74.00513,40.71136
New York Career Institute,New York,7200,2900000,3,585,64,-74.008178,40.712835
Mesivtha Tifereth Jerusalem of America,New York,4800,2329623,2,,,-73.991157,40.713922
ABI School of Barbering & Cosmetology of Tribeca,New York,,225874,3,69,,-74.008356,40.715117
Professional Business  College,New York,,5103230,2,551,,-73.995239,40.715947
Hofstra University,New York,13750,235459740,2,13141,2312,-73.599277,40.715948
New York Law School,New York,,36245859,2,1383,258,-74.007107,40.718086
USA Beauty School International,New York,,972761,3,269,,-74.001418,40.718124
New York Academy of Art,New York,,3737674,2,122,,-74.005896,40.718548
Ace Computer Training Center,New York,,947292,3,5,,-73.84153,40.71953
The Art Institute of New York City,New York,,14270355,3,404,61,-74.006262,40.720445
Adelphi University,New York,14920,76011432,2,5878,1449,-73.65175,40.72065
French Culinary Institute,New York,,8878131,3,228,,-74.000479,40.72103
Bramson ORT College,New York,6600,4068794,2,731,153,-73.84863,40.72141
Metropolitan College of New York,New York,14160,16680657,2,1192,227,-74.007103,40.723119
Rabbinical Seminary of America,New York,5000,4338085,2,337,28,-73.81769,40.72325
Aveda Institute New York,New York,,2972100,3,111,,-74.004896,40.725582
Hunter Business School,New York,,1188639,3,155,,-73.501468,40.725633
St. John's University-New York,New York,13990,246026036,2,18478,2572,-73.791832,40.725693
Brittany Beauty School,New York,,492686,3,72,,-73.51279,40.72642
Cooper Union for the Advancement of Science and Art,New York,8300,52247664,2,907,402,-73.990353,40.728945
Metropolitan Learning Institute,New York,10000,1483405,2,97,,-73.85947,40.72959
New York University,New York,22256,1793775960,2,37132,13595,-73.996984,40.729838
Nassau Community College,New York,4300,136725655,1,20099,2218,-73.59189,40.73057
Sanford-Brown Institute,New York,,3350550,3,327,,-73.607729,40.732571
Institute of Audio Research,New York,,3992836,3,315,,-73.993603,40.732956
